[0, 335]:[0, 361]
[49, 561]:[561, 813]
[49, 561]:[561, 921]
[561, 813]:[561, 921]
[20, 898]:[157, 898]
[20, 898]:[360, 898]
[20, 898]:[655, 898]
[20, 898]:[684, 898]
[157, 898]:[360, 898]
[157, 898]:[655, 898]
[157, 898]:[684, 898]
[360, 898]:[655, 898]
[360, 898]:[684, 898]
[655, 898]:[684, 898]
[21, 256]:[256, 288]
[21, 398]:[57, 398]
[21, 398]:[328, 398]
[21, 398]:[398, 434]
[21, 398]:[398, 435]
[21, 398]:[398, 806]
[57, 398]:[328, 398]
[57, 398]:[398, 434]
[57, 398]:[398, 435]
[57, 398]:[398, 806]
[328, 398]:[398, 434]
[328, 398]:[398, 435]
[328, 398]:[398, 806]
[398, 434]:[398, 435]
[398, 434]:[398, 806]
[398, 435]:[398, 806]
[22, 375]:[22, 475]
[22, 375]:[22, 666]
[22, 375]:[22, 786]
[22, 475]:[22, 666]
[22, 475]:[22, 786]
[22, 666]:[22, 786]
[22, 475]:[475, 681]
[22, 475]:[475, 916]
[475, 681]:[475, 916]
[22, 666]:[385, 666]
[22, 786]:[113, 786]
[22, 786]:[214, 786]
[22, 786]:[786, 862]
[113, 786]:[214, 786]
[113, 786]:[786, 862]
[214, 786]:[786, 862]
[23, 635]:[23, 745]
[23, 635]:[347, 635]
[23, 635]:[635, 973]
[347, 635]:[635, 973]
[23, 745]:[209, 745]
[23, 745]:[279, 745]
[23, 745]:[291, 745]
[23, 745]:[365, 745]
[23, 745]:[465, 745]
[23, 745]:[745, 789]
[209, 745]:[279, 745]
[209, 745]:[291, 745]
[209, 745]:[365, 745]
[209, 745]:[465, 745]
[209, 745]:[745, 789]
[279, 745]:[291, 745]
[279, 745]:[365, 745]
[279, 745]:[465, 745]
[279, 745]:[745, 789]
[291, 745]:[365, 745]
[291, 745]:[465, 745]
[291, 745]:[745, 789]
[365, 745]:[465, 745]
[365, 745]:[745, 789]
[465, 745]:[745, 789]
[24, 596]:[228, 596]
[24, 596]:[596, 655]
[24, 596]:[596, 730]
[228, 596]:[596, 655]
[228, 596]:[596, 730]
[596, 655]:[596, 730]
[25, 873]:[25, 952]
[25, 873]:[438, 873]
[25, 873]:[574, 873]
[438, 873]:[574, 873]
[25, 952]:[449, 952]
[25, 952]:[870, 952]
[449, 952]:[870, 952]
[26, 54]:[26, 120]
[26, 54]:[26, 495]
[26, 120]:[26, 495]
[26, 120]:[120, 921]
[26, 495]:[356, 495]
[26, 495]:[495, 989]
[356, 495]:[495, 989]
[27, 169]:[169, 195]
[27, 169]:[169, 471]
[27, 169]:[169, 488]
[27, 169]:[169, 878]
[27, 169]:[169, 967]
[169, 195]:[169, 471]
[169, 195]:[169, 488]
[169, 195]:[169, 878]
[169, 195]:[169, 967]
[169, 471]:[169, 488]
[169, 471]:[169, 878]
[169, 471]:[169, 967]
[169, 488]:[169, 878]
[169, 488]:[169, 967]
[169, 878]:[169, 967]
[29, 698]:[29, 917]
[29, 917]:[703, 917]
[30, 112]:[30, 202]
[30, 112]:[30, 834]
[30, 202]:[30, 834]
[30, 112]:[60, 112]
[30, 112]:[112, 669]
[60, 112]:[112, 669]
[30, 202]:[202, 607]
[30, 202]:[202, 732]
[202, 607]:[202, 732]
[30, 834]:[211, 834]
[30, 834]:[260, 834]
[30, 834]:[311, 834]
[211, 834]:[260, 834]
[211, 834]:[311, 834]
[260, 834]:[311, 834]
[31, 633]:[31, 857]
[31, 633]:[31, 966]
[31, 633]:[31, 985]
[31, 857]:[31, 966]
[31, 857]:[31, 985]
[31, 966]:[31, 985]
[31, 633]:[320, 633]
[31, 857]:[250, 857]
[31, 857]:[402, 857]
[31, 857]:[444, 857]
[250, 857]:[402, 857]
[250, 857]:[444, 857]
[402, 857]:[444, 857]
[31, 966]:[337, 966]
[32, 963]:[249, 963]
[32, 963]:[354, 963]
[32, 963]:[573, 963]
[249, 963]:[354, 963]
[249, 963]:[573, 963]
[354, 963]:[573, 963]
[33, 361]:[33, 417]
[33, 361]:[33, 847]
[33, 417]:[33, 847]
[33, 417]:[417, 455]
[33, 847]:[149, 847]
[33, 847]:[513, 847]
[149, 847]:[513, 847]
[34, 146]:[146, 597]
[36, 71]:[36, 269]
[36, 71]:[36, 312]
[36, 71]:[36, 407]
[36, 71]:[36, 468]
[36, 71]:[36, 676]
[36, 269]:[36, 312]
[36, 269]:[36, 407]
[36, 269]:[36, 468]
[36, 269]:[36, 676]
[36, 312]:[36, 407]
[36, 312]:[36, 468]
[36, 312]:[36, 676]
[36, 407]:[36, 468]
[36, 407]:[36, 676]
[36, 468]:[36, 676]
[36, 71]:[71, 431]
[36, 71]:[71, 563]
[36, 71]:[71, 884]
[71, 431]:[71, 563]
[71, 431]:[71, 884]
[71, 563]:[71, 884]
[36, 407]:[407, 679]
[36, 468]:[47, 468]
[36, 468]:[468, 921]
[47, 468]:[468, 921]
[36, 676]:[628, 676]
[37, 415]:[37, 547]
[37, 415]:[415, 480]
[38, 361]:[38, 454]
[38, 454]:[454, 517]
[39, 876]:[39, 972]
[39, 876]:[322, 876]
[39, 876]:[876, 919]
[39, 876]:[876, 950]
[322, 876]:[876, 919]
[322, 876]:[876, 950]
[876, 919]:[876, 950]
[39, 972]:[198, 972]
[39, 972]:[322, 972]
[198, 972]:[322, 972]
[40, 914]:[111, 914]
[40, 914]:[350, 914]
[111, 914]:[350, 914]
[42, 63]:[42, 248]
[42, 63]:[63, 101]
[42, 63]:[63, 730]
[63, 101]:[63, 730]
[42, 248]:[248, 477]
[42, 248]:[248, 791]
[248, 477]:[248, 791]
[43, 152]:[43, 614]
[43, 152]:[79, 152]
[43, 152]:[152, 700]
[79, 152]:[152, 700]
[43, 614]:[614, 818]
[46, 320]:[46, 988]
[46, 320]:[320, 604]
[46, 320]:[320, 633]
[46, 320]:[320, 651]
[46, 320]:[320, 655]
[320, 604]:[320, 633]
[320, 604]:[320, 651]
[320, 604]:[320, 655]
[320, 633]:[320, 651]
[320, 633]:[320, 655]
[320, 651]:[320, 655]
[46, 988]:[276, 988]
[48, 638]:[48, 867]
[48, 638]:[638, 732]
[48, 867]:[301, 867]
[48, 867]:[706, 867]
[301, 867]:[706, 867]
[49, 400]:[49, 561]
[49, 400]:[49, 774]
[49, 561]:[49, 774]
[49, 400]:[400, 487]
[49, 400]:[400, 981]
[400, 487]:[400, 981]
[49, 774]:[774, 781]
[49, 774]:[774, 832]
[774, 781]:[774, 832]
[50, 245]:[50, 317]
[50, 245]:[50, 546]
[50, 245]:[50, 651]
[50, 317]:[50, 546]
[50, 317]:[50, 651]
[50, 546]:[50, 651]
[50, 245]:[245, 499]
[50, 245]:[245, 672]
[245, 499]:[245, 672]
[50, 317]:[317, 660]
[50, 317]:[317, 910]
[317, 660]:[317, 910]
[50, 651]:[320, 651]
[50, 651]:[651, 984]
[320, 651]:[651, 984]
[51, 239]:[51, 544]
[51, 239]:[195, 239]
[51, 239]:[239, 289]
[195, 239]:[239, 289]
[52, 410]:[52, 412]
[53, 172]:[53, 851]
[53, 172]:[172, 399]
[53, 172]:[172, 688]
[53, 172]:[172, 927]
[172, 399]:[172, 688]
[172, 399]:[172, 927]
[172, 688]:[172, 927]
[53, 851]:[221, 851]
[53, 851]:[423, 851]
[53, 851]:[719, 851]
[53, 851]:[793, 851]
[221, 851]:[423, 851]
[221, 851]:[719, 851]
[221, 851]:[793, 851]
[423, 851]:[719, 851]
[423, 851]:[793, 851]
[719, 851]:[793, 851]
[55, 267]:[55, 944]
[55, 944]:[413, 944]
[55, 944]:[483, 944]
[55, 944]:[767, 944]
[413, 944]:[483, 944]
[413, 944]:[767, 944]
[483, 944]:[767, 944]
[56, 136]:[56, 316]
[56, 136]:[136, 647]
[56, 316]:[78, 316]
[56, 316]:[316, 599]
[56, 316]:[316, 787]
[78, 316]:[316, 599]
[78, 316]:[316, 787]
[316, 599]:[316, 787]
[57, 398]:[57, 886]
[57, 886]:[713, 886]
[57, 886]:[858, 886]
[57, 886]:[886, 955]
[713, 886]:[858, 886]
[713, 886]:[886, 955]
[858, 886]:[886, 955]
[58, 377]:[58, 581]
[58, 377]:[58, 973]
[58, 581]:[58, 973]
[58, 377]:[218, 377]
[58, 581]:[581, 765]
[58, 973]:[490, 973]
[58, 973]:[635, 973]
[58, 973]:[973, 986]
[490, 973]:[635, 973]
[490, 973]:[973, 986]
[635, 973]:[973, 986]
[59, 300]:[59, 388]
[59, 300]:[59, 548]
[59, 388]:[59, 548]
[59, 300]:[300, 329]
[59, 388]:[223, 388]
[59, 388]:[318, 388]
[59, 388]:[388, 692]
[223, 388]:[318, 388]
[223, 388]:[388, 692]
[318, 388]:[388, 692]
[59, 548]:[83, 548]
[60, 112]:[60, 513]
[60, 513]:[92, 513]
[60, 513]:[324, 513]
[60, 513]:[513, 847]
[92, 513]:[324, 513]
[92, 513]:[513, 847]
[324, 513]:[513, 847]
[61, 75]:[75, 338]
[61, 75]:[75, 493]
[75, 338]:[75, 493]
[62, 241]:[241, 744]
[62, 241]:[241, 749]
[62, 241]:[241, 909]
[62, 241]:[241, 980]
[241, 744]:[241, 749]
[241, 744]:[241, 909]
[241, 744]:[241, 980]
[241, 749]:[241, 909]
[241, 749]:[241, 980]
[241, 909]:[241, 980]
[63, 101]:[101, 363]
[63, 101]:[101, 486]
[101, 363]:[101, 486]
[63, 730]:[596, 730]
[64, 373]:[64, 953]
[64, 373]:[373, 597]
[64, 373]:[373, 941]
[373, 597]:[373, 941]
[64, 953]:[203, 953]
[65, 294]:[65, 309]
[65, 294]:[65, 437]
[65, 294]:[65, 554]
[65, 294]:[65, 692]
[65, 294]:[65, 950]
[65, 294]:[65, 993]
[65, 309]:[65, 437]
[65, 309]:[65, 554]
[65, 309]:[65, 692]
[65, 309]:[65, 950]
[65, 309]:[65, 993]
[65, 437]:[65, 554]
[65, 437]:[65, 692]
[65, 437]:[65, 950]
[65, 437]:[65, 993]
[65, 554]:[65, 692]
[65, 554]:[65, 950]
[65, 554]:[65, 993]
[65, 692]:[65, 950]
[65, 692]:[65, 993]
[65, 950]:[65, 993]
[65, 294]:[294, 929]
[65, 309]:[91, 309]
[65, 309]:[309, 432]
[65, 309]:[309, 741]
[65, 309]:[309, 801]
[65, 309]:[309, 956]
[91, 309]:[309, 432]
[91, 309]:[309, 741]
[91, 309]:[309, 801]
[91, 309]:[309, 956]
[309, 432]:[309, 741]
[309, 432]:[309, 801]
[309, 432]:[309, 956]
[309, 741]:[309, 801]
[309, 741]:[309, 956]
[309, 801]:[309, 956]
[65, 554]:[115, 554]
[65, 554]:[275, 554]
[65, 554]:[392, 554]
[65, 554]:[554, 584]
[65, 554]:[554, 738]
[115, 554]:[275, 554]
[115, 554]:[392, 554]
[115, 554]:[554, 584]
[115, 554]:[554, 738]
[275, 554]:[392, 554]
[275, 554]:[554, 584]
[275, 554]:[554, 738]
[392, 554]:[554, 584]
[392, 554]:[554, 738]
[554, 584]:[554, 738]
[65, 692]:[388, 692]
[65, 692]:[437, 692]
[388, 692]:[437, 692]
[65, 950]:[606, 950]
[65, 950]:[876, 950]
[65, 950]:[912, 950]
[606, 950]:[876, 950]
[606, 950]:[912, 950]
[876, 950]:[912, 950]
[65, 993]:[808, 993]
[66, 246]:[66, 592]
[66, 246]:[233, 246]
[66, 246]:[246, 507]
[66, 246]:[246, 840]
[233, 246]:[246, 507]
[233, 246]:[246, 840]
[246, 507]:[246, 840]
[66, 592]:[329, 592]
[66, 592]:[592, 731]
[329, 592]:[592, 731]
[68, 366]:[366, 854]
[69, 209]:[209, 745]
[69, 209]:[209, 837]
[209, 745]:[209, 837]
[70, 288]:[70, 628]
[70, 288]:[70, 749]
[70, 628]:[70, 749]
[70, 288]:[109, 288]
[70, 288]:[139, 288]
[70, 288]:[256, 288]
[70, 288]:[288, 505]
[109, 288]:[139, 288]
[109, 288]:[256, 288]
[109, 288]:[288, 505]
[139, 288]:[256, 288]
[139, 288]:[288, 505]
[256, 288]:[288, 505]
[70, 628]:[342, 628]
[70, 628]:[628, 676]
[342, 628]:[628, 676]
[70, 749]:[241, 749]
[71, 431]:[350, 431]
[71, 563]:[511, 563]
[71, 884]:[290, 884]
[71, 884]:[299, 884]
[71, 884]:[303, 884]
[71, 884]:[372, 884]
[71, 884]:[629, 884]
[290, 884]:[299, 884]
[290, 884]:[303, 884]
[290, 884]:[372, 884]
[290, 884]:[629, 884]
[299, 884]:[303, 884]
[299, 884]:[372, 884]
[299, 884]:[629, 884]
[303, 884]:[372, 884]
[303, 884]:[629, 884]
[372, 884]:[629, 884]
[72, 907]:[72, 925]
[72, 907]:[750, 907]
[72, 907]:[907, 926]
[750, 907]:[907, 926]
[72, 925]:[372, 925]
[72, 925]:[497, 925]
[372, 925]:[497, 925]
[73, 455]:[174, 455]
[73, 455]:[417, 455]
[73, 455]:[455, 864]
[174, 455]:[417, 455]
[174, 455]:[455, 864]
[417, 455]:[455, 864]
[74, 139]:[74, 222]
[74, 139]:[139, 288]
[74, 222]:[222, 444]
[74, 222]:[222, 920]
[222, 444]:[222, 920]
[75, 493]:[228, 493]
[75, 493]:[315, 493]
[75, 493]:[493, 639]
[75, 493]:[493, 679]
[228, 493]:[315, 493]
[228, 493]:[493, 639]
[228, 493]:[493, 679]
[315, 493]:[493, 639]
[315, 493]:[493, 679]
[493, 639]:[493, 679]
[76, 405]:[76, 872]
[76, 405]:[92, 405]
[76, 405]:[244, 405]
[76, 405]:[293, 405]
[76, 405]:[405, 766]
[92, 405]:[244, 405]
[92, 405]:[293, 405]
[92, 405]:[405, 766]
[244, 405]:[293, 405]
[244, 405]:[405, 766]
[293, 405]:[405, 766]
[77, 680]:[77, 767]
[77, 680]:[207, 680]
[77, 680]:[215, 680]
[77, 680]:[266, 680]
[77, 680]:[511, 680]
[77, 680]:[680, 936]
[77, 680]:[680, 977]
[207, 680]:[215, 680]
[207, 680]:[266, 680]
[207, 680]:[511, 680]
[207, 680]:[680, 936]
[207, 680]:[680, 977]
[215, 680]:[266, 680]
[215, 680]:[511, 680]
[215, 680]:[680, 936]
[215, 680]:[680, 977]
[266, 680]:[511, 680]
[266, 680]:[680, 936]
[266, 680]:[680, 977]
[511, 680]:[680, 936]
[511, 680]:[680, 977]
[680, 936]:[680, 977]
[77, 767]:[767, 902]
[77, 767]:[767, 944]
[767, 902]:[767, 944]
[78, 316]:[78, 329]
[78, 316]:[78, 564]
[78, 316]:[78, 747]
[78, 329]:[78, 564]
[78, 329]:[78, 747]
[78, 564]:[78, 747]
[78, 329]:[300, 329]
[78, 329]:[329, 592]
[78, 329]:[329, 690]
[300, 329]:[329, 592]
[300, 329]:[329, 690]
[329, 592]:[329, 690]
[78, 564]:[564, 631]
[78, 564]:[564, 812]
[564, 631]:[564, 812]
[79, 152]:[79, 739]
[79, 739]:[211, 739]
[79, 739]:[739, 769]
[211, 739]:[739, 769]
[80, 283]:[80, 314]
[80, 314]:[314, 506]
[80, 314]:[314, 920]
[314, 506]:[314, 920]
[81, 197]:[81, 203]
[81, 197]:[81, 342]
[81, 197]:[81, 853]
[81, 203]:[81, 342]
[81, 203]:[81, 853]
[81, 342]:[81, 853]
[81, 197]:[197, 728]
[81, 197]:[197, 961]
[197, 728]:[197, 961]
[81, 203]:[203, 576]
[81, 203]:[203, 622]
[81, 203]:[203, 953]
[203, 576]:[203, 622]
[203, 576]:[203, 953]
[203, 622]:[203, 953]
[81, 342]:[295, 342]
[81, 342]:[342, 628]
[295, 342]:[342, 628]
[82, 158]:[82, 640]
[82, 158]:[158, 960]
[82, 640]:[126, 640]
[82, 640]:[259, 640]
[82, 640]:[640, 836]
[82, 640]:[640, 837]
[126, 640]:[259, 640]
[126, 640]:[640, 836]
[126, 640]:[640, 837]
[259, 640]:[640, 836]
[259, 640]:[640, 837]
[640, 836]:[640, 837]
[83, 205]:[83, 548]
[83, 205]:[205, 831]
[86, 201]:[86, 216]
[86, 201]:[86, 842]
[86, 201]:[86, 987]
[86, 216]:[86, 842]
[86, 216]:[86, 987]
[86, 842]:[86, 987]
[86, 201]:[201, 325]
[86, 201]:[201, 632]
[201, 325]:[201, 632]
[86, 842]:[535, 842]
[86, 842]:[655, 842]
[86, 842]:[724, 842]
[535, 842]:[655, 842]
[535, 842]:[724, 842]
[655, 842]:[724, 842]
[86, 987]:[518, 987]
[87, 482]:[93, 482]
[87, 482]:[461, 482]
[87, 482]:[482, 579]
[93, 482]:[461, 482]
[93, 482]:[482, 579]
[461, 482]:[482, 579]
[88, 352]:[88, 402]
[88, 352]:[352, 436]
[88, 352]:[352, 935]
[352, 436]:[352, 935]
[88, 402]:[402, 857]
[90, 622]:[203, 622]
[90, 622]:[330, 622]
[90, 622]:[622, 762]
[203, 622]:[330, 622]
[203, 622]:[622, 762]
[330, 622]:[622, 762]
[91, 309]:[91, 310]
[91, 309]:[91, 979]
[91, 310]:[91, 979]
[91, 310]:[310, 715]
[91, 979]:[339, 979]
[91, 979]:[595, 979]
[91, 979]:[654, 979]
[91, 979]:[979, 994]
[339, 979]:[595, 979]
[339, 979]:[654, 979]
[339, 979]:[979, 994]
[595, 979]:[654, 979]
[595, 979]:[979, 994]
[654, 979]:[979, 994]
[92, 154]:[92, 405]
[92, 154]:[92, 513]
[92, 154]:[92, 744]
[92, 405]:[92, 513]
[92, 405]:[92, 744]
[92, 513]:[92, 744]
[92, 154]:[100, 154]
[92, 154]:[154, 582]
[92, 154]:[154, 812]
[100, 154]:[154, 582]
[100, 154]:[154, 812]
[154, 582]:[154, 812]
[92, 744]:[241, 744]
[92, 744]:[512, 744]
[92, 744]:[744, 819]
[241, 744]:[512, 744]
[241, 744]:[744, 819]
[512, 744]:[744, 819]
[93, 345]:[93, 482]
[93, 345]:[345, 665]
[95, 485]:[95, 888]
[95, 485]:[117, 485]
[95, 485]:[178, 485]
[95, 485]:[485, 805]
[117, 485]:[178, 485]
[117, 485]:[485, 805]
[178, 485]:[485, 805]
[96, 479]:[96, 849]
[96, 479]:[479, 655]
[96, 479]:[479, 798]
[479, 655]:[479, 798]
[96, 849]:[162, 849]
[96, 849]:[330, 849]
[96, 849]:[411, 849]
[162, 849]:[330, 849]
[162, 849]:[411, 849]
[330, 849]:[411, 849]
[98, 824]:[273, 824]
[98, 824]:[597, 824]
[273, 824]:[597, 824]
[99, 212]:[99, 685]
[99, 212]:[99, 802]
[99, 685]:[99, 802]
[99, 212]:[212, 396]
[99, 685]:[559, 685]
[99, 802]:[353, 802]
[99, 802]:[802, 919]
[99, 802]:[802, 992]
[353, 802]:[802, 919]
[353, 802]:[802, 992]
[802, 919]:[802, 992]
[100, 229]:[229, 855]
[100, 385]:[385, 666]
[100, 385]:[385, 803]
[385, 666]:[385, 803]
[100, 639]:[493, 639]
[100, 639]:[639, 922]
[493, 639]:[639, 922]
[101, 486]:[277, 486]
[101, 486]:[486, 496]
[101, 486]:[486, 535]
[277, 486]:[486, 496]
[277, 486]:[486, 535]
[486, 496]:[486, 535]
[102, 279]:[279, 745]
[103, 675]:[103, 694]
[103, 675]:[220, 675]
[103, 675]:[598, 675]
[103, 675]:[675, 792]
[103, 675]:[675, 815]
[220, 675]:[598, 675]
[220, 675]:[675, 792]
[220, 675]:[675, 815]
[598, 675]:[675, 792]
[598, 675]:[675, 815]
[675, 792]:[675, 815]
[103, 694]:[694, 967]
[104, 107]:[104, 235]
[104, 107]:[104, 553]
[104, 107]:[104, 799]
[104, 235]:[104, 553]
[104, 235]:[104, 799]
[104, 553]:[104, 799]
[104, 107]:[107, 647]
[104, 107]:[107, 844]
[107, 647]:[107, 844]
[104, 235]:[150, 235]
[104, 235]:[235, 568]
[104, 235]:[235, 582]
[150, 235]:[235, 568]
[150, 235]:[235, 582]
[235, 568]:[235, 582]
[104, 553]:[489, 553]
[104, 799]:[184, 799]
[104, 799]:[194, 799]
[104, 799]:[332, 799]
[184, 799]:[194, 799]
[184, 799]:[332, 799]
[194, 799]:[332, 799]
[106, 701]:[304, 701]
[106, 701]:[658, 701]
[304, 701]:[658, 701]
[107, 647]:[136, 647]
[107, 647]:[647, 789]
[136, 647]:[647, 789]
[107, 844]:[391, 844]
[107, 844]:[659, 844]
[391, 844]:[659, 844]
[108, 234]:[234, 353]
[108, 234]:[234, 809]
[234, 353]:[234, 809]
[109, 263]:[109, 288]
[109, 263]:[263, 350]
[109, 263]:[263, 395]
[263, 350]:[263, 395]
[110, 332]:[110, 668]
[110, 332]:[207, 332]
[110, 332]:[332, 799]
[207, 332]:[332, 799]
[110, 668]:[196, 668]
[110, 668]:[484, 668]
[196, 668]:[484, 668]
[111, 748]:[111, 914]
[116, 542]:[251, 542]
[117, 485]:[117, 796]
[118, 313]:[118, 335]
[118, 313]:[118, 359]
[118, 313]:[118, 473]
[118, 313]:[118, 672]
[118, 313]:[118, 757]
[118, 313]:[118, 789]
[118, 335]:[118, 359]
[118, 335]:[118, 473]
[118, 335]:[118, 672]
[118, 335]:[118, 757]
[118, 335]:[118, 789]
[118, 359]:[118, 473]
[118, 359]:[118, 672]
[118, 359]:[118, 757]
[118, 359]:[118, 789]
[118, 473]:[118, 672]
[118, 473]:[118, 757]
[118, 473]:[118, 789]
[118, 672]:[118, 757]
[118, 672]:[118, 789]
[118, 757]:[118, 789]
[118, 313]:[313, 450]
[118, 313]:[313, 878]
[313, 450]:[313, 878]
[118, 672]:[245, 672]
[118, 672]:[672, 813]
[245, 672]:[672, 813]
[118, 789]:[167, 789]
[118, 789]:[355, 789]
[118, 789]:[647, 789]
