[0, 669]:[0, 720]
[196, 239]:[239, 749]
[126, 365]:[195, 365]
[130, 681]:[681, 741]
[132, 204]:[204, 556]
[134, 790]:[553, 790]
[135, 476]:[135, 505]
[135, 476]:[135, 760]
[135, 476]:[135, 994]
[135, 505]:[135, 760]
[135, 505]:[135, 994]
[135, 760]:[135, 994]
[135, 760]:[571, 760]
[135, 760]:[760, 991]
[571, 760]:[760, 991]
[135, 994]:[925, 994]
[136, 406]:[136, 922]
[136, 406]:[147, 406]
[136, 922]:[288, 922]
[136, 922]:[714, 922]
[288, 922]:[714, 922]
[137, 146]:[137, 518]
[137, 146]:[146, 335]
[138, 349]:[304, 349]
[141, 332]:[332, 578]
[141, 332]:[332, 654]
[332, 578]:[332, 654]
[142, 191]:[191, 393]
[147, 164]:[147, 406]
[147, 164]:[164, 497]
[147, 164]:[164, 863]
[164, 497]:[164, 863]
[148, 774]:[160, 774]
[149, 187]:[149, 830]
[149, 187]:[152, 187]
[152, 187]:[152, 223]
[152, 223]:[223, 656]
[153, 288]:[170, 288]
[153, 288]:[288, 922]
[170, 288]:[288, 922]
[154, 662]:[154, 828]
[154, 828]:[806, 828]
[157, 380]:[157, 690]
[157, 380]:[380, 539]
[157, 690]:[690, 838]
[159, 679]:[210, 679]
[159, 679]:[437, 679]
[159, 679]:[679, 791]
[210, 679]:[437, 679]
[210, 679]:[679, 791]
[437, 679]:[679, 791]
[162, 559]:[162, 732]
[163, 837]:[163, 863]
[163, 837]:[211, 837]
[163, 863]:[164, 863]
[164, 497]:[311, 497]
[164, 497]:[492, 497]
[311, 497]:[492, 497]
[168, 284]:[168, 345]
[168, 284]:[212, 284]
[168, 284]:[284, 697]
[212, 284]:[284, 697]
[170, 288]:[170, 300]
[170, 288]:[170, 577]
[170, 300]:[170, 577]
[173, 525]:[525, 721]
[174, 663]:[663, 856]
[180, 504]:[194, 504]
[181, 392]:[181, 421]
[181, 392]:[392, 696]
[182, 856]:[663, 856]
[182, 856]:[856, 950]
[663, 856]:[856, 950]
[186, 264]:[186, 364]
[186, 264]:[264, 447]
[191, 393]:[393, 567]
[192, 777]:[192, 778]
[192, 778]:[778, 784]
[194, 504]:[194, 668]
[194, 668]:[344, 668]
[195, 365]:[195, 581]
[197, 450]:[197, 723]
[197, 450]:[450, 518]
[197, 450]:[450, 735]
[450, 518]:[450, 735]
[197, 723]:[707, 723]
[204, 556]:[327, 556]
[204, 556]:[533, 556]
[204, 556]:[556, 645]
[327, 556]:[533, 556]
[327, 556]:[556, 645]
[533, 556]:[556, 645]
[205, 501]:[501, 624]
[212, 284]:[212, 786]
[212, 284]:[212, 936]
[212, 786]:[212, 936]
[212, 936]:[846, 936]
[213, 462]:[213, 970]
[213, 462]:[333, 462]
[213, 970]:[492, 970]
[213, 970]:[822, 970]
[213, 970]:[943, 970]
[492, 970]:[822, 970]
[492, 970]:[943, 970]
[822, 970]:[943, 970]
[215, 646]:[215, 891]
[215, 646]:[646, 803]
[220, 950]:[220, 988]
[220, 950]:[856, 950]
[221, 826]:[460, 826]
[222, 305]:[305, 804]
[222, 941]:[941, 958]
[223, 656]:[656, 893]
[227, 942]:[397, 942]
[230, 308]:[230, 701]
[230, 701]:[474, 701]
[231, 494]:[494, 655]
[233, 800]:[233, 850]
[233, 850]:[810, 850]
[248, 652]:[652, 857]
[250, 895]:[471, 895]
[253, 303]:[253, 924]
[253, 303]:[303, 921]
[253, 924]:[773, 924]
[255, 275]:[255, 322]
[255, 275]:[255, 550]
[255, 275]:[255, 948]
[255, 322]:[255, 550]
[255, 322]:[255, 948]
[255, 550]:[255, 948]
[256, 374]:[256, 438]
[261, 522]:[508, 522]
[264, 447]:[273, 447]
[271, 571]:[426, 571]
[271, 571]:[571, 705]
[271, 571]:[571, 760]
[271, 571]:[571, 799]
[426, 571]:[571, 705]
[426, 571]:[571, 760]
[426, 571]:[571, 799]
[571, 705]:[571, 760]
[571, 705]:[571, 799]
[571, 760]:[571, 799]
[278, 397]:[278, 697]
[278, 397]:[397, 455]
[278, 397]:[397, 510]
[278, 397]:[397, 942]
[397, 455]:[397, 510]
[397, 455]:[397, 942]
[397, 510]:[397, 942]
[278, 697]:[284, 697]
[279, 407]:[279, 907]
[285, 827]:[787, 827]
[285, 827]:[801, 827]
[787, 827]:[801, 827]
[286, 492]:[492, 497]
[286, 492]:[492, 970]
[492, 497]:[492, 970]
[290, 455]:[397, 455]
[290, 455]:[455, 583]
[290, 455]:[455, 776]
[397, 455]:[455, 583]
[397, 455]:[455, 776]
[455, 583]:[455, 776]
[299, 534]:[534, 643]
[311, 497]:[311, 688]
[319, 371]:[319, 409]
[319, 371]:[319, 692]
[319, 409]:[319, 692]
[319, 692]:[692, 809]
[327, 422]:[327, 556]
[328, 755]:[755, 939]
[332, 654]:[654, 915]
[339, 808]:[572, 808]
[340, 912]:[621, 912]
[345, 473]:[473, 491]
[351, 943]:[943, 970]
[352, 385]:[385, 554]
[352, 785]:[631, 785]
[352, 785]:[658, 785]
[631, 785]:[658, 785]
[356, 381]:[381, 616]
[366, 456]:[366, 493]
[366, 456]:[366, 930]
[366, 456]:[366, 985]
[366, 493]:[366, 930]
[366, 493]:[366, 985]
[366, 930]:[366, 985]
[366, 456]:[456, 526]
[368, 773]:[773, 924]
[368, 773]:[773, 961]
[773, 924]:[773, 961]
[376, 558]:[517, 558]
[376, 558]:[558, 718]
[376, 558]:[558, 731]
[517, 558]:[558, 718]
[517, 558]:[558, 731]
[558, 718]:[558, 731]
[381, 616]:[507, 616]
[383, 791]:[383, 825]
[383, 791]:[475, 791]
[383, 791]:[679, 791]
[475, 791]:[679, 791]
[389, 989]:[854, 989]
[391, 724]:[724, 897]
[391, 724]:[724, 974]
[724, 897]:[724, 974]
[395, 743]:[565, 743]
[395, 743]:[568, 743]
[395, 743]:[627, 743]
[565, 743]:[568, 743]
[565, 743]:[627, 743]
[568, 743]:[627, 743]
[398, 877]:[612, 877]
[403, 612]:[612, 877]
[403, 612]:[612, 886]
[612, 877]:[612, 886]
[410, 969]:[636, 969]
[414, 602]:[414, 619]
[414, 602]:[602, 847]
[424, 713]:[713, 929]
[442, 563]:[563, 645]
[442, 563]:[563, 851]
[563, 645]:[563, 851]
[449, 516]:[516, 582]
[450, 735]:[548, 735]
[452, 958]:[941, 958]
[455, 776]:[776, 903]
[456, 526]:[526, 858]
[459, 965]:[810, 965]
[460, 641]:[460, 826]
[460, 641]:[555, 641]
[460, 641]:[641, 734]
[555, 641]:[641, 734]
[467, 897]:[724, 897]
[470, 718]:[558, 718]
[470, 718]:[633, 718]
[470, 718]:[718, 954]
[558, 718]:[633, 718]
[558, 718]:[718, 954]
[633, 718]:[718, 954]
[481, 741]:[481, 833]
[481, 741]:[681, 741]
[482, 979]:[682, 979]
[490, 536]:[536, 744]
[490, 536]:[536, 801]
[536, 744]:[536, 801]
[494, 655]:[655, 794]
[500, 939]:[755, 939]
[514, 727]:[576, 727]
[516, 582]:[582, 869]
[519, 561]:[519, 953]
[523, 631]:[631, 785]
[532, 987]:[588, 987]
[532, 987]:[624, 987]
[588, 987]:[624, 987]
[533, 556]:[533, 925]
[533, 925]:[658, 925]
[533, 925]:[925, 994]
[658, 925]:[925, 994]
[536, 801]:[801, 827]
[537, 547]:[537, 568]
[537, 568]:[568, 743]
[542, 633]:[633, 718]
[544, 673]:[673, 742]
[545, 707]:[707, 723]
[545, 707]:[707, 812]
[707, 723]:[707, 812]
[556, 645]:[563, 645]
[560, 753]:[695, 753]
[571, 799]:[594, 799]
[579, 991]:[760, 991]
[588, 960]:[588, 987]
[588, 960]:[904, 960]
[613, 820]:[613, 962]
[652, 857]:[722, 857]
[658, 785]:[658, 925]
[689, 813]:[772, 813]
[695, 753]:[695, 839]
[695, 753]:[695, 995]
[695, 839]:[695, 995]
[766, 822]:[766, 860]
[766, 822]:[822, 970]
[778, 784]:[784, 999]
[810, 850]:[810, 965]
