[54, 88, 306, 314, 658, 703]
[54, 107, 157, 239, 602, 686]
[54, 111, 215, 260, 486, 576]
[54, 146, 624, 800, 841, 995]
[55, 197, 334, 476, 625, 702]
[56, 161, 299, 486, 822, 980]
[57, 123, 403, 437, 824, 868]
[58, 135, 265, 423, 430, 729]
[58, 248, 325, 435, 461, 732]
[59, 560, 646, 746, 899, 948]
[60, 76, 524, 715, 738, 965]
[60, 177, 706, 829, 966, 986]
[61, 109, 374, 734, 738, 742]
[62, 131, 388, 530, 861, 872]
[62, 210, 366, 424, 596, 634]
[62, 259, 270, 580, 761, 991]
[62, 464, 791, 910, 921, 955]
[63, 221, 416, 485, 769, 964]
[63, 266, 304, 647, 860, 955]
[64, 67, 121, 287, 506, 559]
[64, 119, 328, 801, 892, 927]
[64, 130, 314, 393, 409, 847]
[64, 181, 505, 565, 571, 752]
[65, 182, 509, 545, 902, 922]
[65, 246, 289, 735, 764, 850]
[66, 116, 128, 420, 427, 507]
[66, 143, 206, 610, 619, 679]
[66, 229, 672, 735, 774, 972]
[66, 418, 517, 589, 720, 980]
[67, 345, 361, 426, 519, 612]
[69, 204, 361, 418, 839, 940]
[69, 208, 512, 533, 615, 687]
[71, 119, 179, 218, 597, 934]
[72, 253, 284, 389, 529, 645]
[73, 81, 213, 287, 804, 967]
[73, 87, 256, 349, 746, 978]
[73, 155, 347, 765, 777, 959]
[73, 156, 357, 552, 619, 795]
[73, 205, 542, 775, 784, 922]
[73, 242, 243, 387, 676, 981]
[73, 287, 315, 428, 899, 999]
[73, 302, 630, 737, 753, 837]
[73, 312, 319, 511, 569, 799]
[74, 143, 302, 316, 709, 731]
[74, 191, 198, 277, 342, 349]
[74, 343, 450, 533, 545, 899]
[74, 351, 424, 463, 516, 705]
[75, 93, 112, 485, 792, 938]
[75, 208, 540, 602, 816, 950]
[77, 122, 180, 459, 477, 694]
[77, 160, 423, 748, 770, 814]
[79, 220, 299, 657, 806, 883]
[79, 320, 821, 855, 877, 902]
[80, 185, 249, 565, 906, 980]
[80, 255, 347, 523, 634, 832]
[80, 257, 296, 382, 822, 891]
[81, 119, 599, 648, 692, 800]
[81, 196, 600, 741, 846, 922]
[81, 325, 508, 758, 891, 943]
[82, 286, 306, 551, 693, 907]
[82, 390, 398, 627, 721, 800]
[83, 93, 256, 407, 444, 483]
[83, 120, 294, 523, 951, 982]
[83, 523, 567, 608, 627, 822]
[85, 163, 203, 453, 523, 676]
[85, 367, 550, 661, 898, 947]
[86, 527, 564, 770, 888, 977]
[87, 255, 449, 531, 577, 875]
[89, 338, 434, 462, 615, 773]
[90, 149, 315, 329, 490, 592]
[90, 361, 383, 435, 831, 977]
[91, 188, 347, 352, 473, 836]
[91, 487, 790, 883, 884, 927]
[93, 280, 333, 366, 486, 560]
[94, 121, 234, 898, 913, 979]
[94, 174, 464, 736, 819, 842]
[94, 615, 743, 879, 887, 940]
[95, 157, 427, 461, 500, 819]
[95, 189, 207, 240, 412, 424]
[95, 328, 356, 505, 629, 676]
[95, 354, 815, 879, 905, 973]
[95, 522, 528, 671, 693, 804]
[96, 154, 424, 641, 658, 821]
[97, 271, 390, 636, 947, 955]
[98, 113, 338, 480, 567, 924]
[99, 545, 644, 858, 869, 932]
[99, 665, 751, 763, 778, 833]
[101, 311, 447, 493, 626, 771]
[102, 265, 329, 382, 929, 988]
[103, 256, 324, 431, 594, 916]
[103, 292, 293, 381, 409, 696]
[103, 319, 495, 522, 926, 962]
[103, 476, 632, 665, 964, 986]
[104, 109, 187, 384, 410, 695]
[104, 351, 640, 663, 756, 964]
[104, 400, 445, 708, 830, 880]
[106, 145, 281, 379, 434, 610]
[106, 418, 744, 785, 986, 997]
[106, 564, 676, 737, 790, 892]
[107, 144, 391, 486, 490, 641]
[107, 153, 271, 607, 769, 790]
[107, 175, 433, 635, 655, 796]
[108, 157, 188, 222, 290, 895]
[108, 328, 492, 591, 685, 740]
[108, 332, 403, 747, 795, 974]
[108, 566, 630, 659, 843, 989]
[109, 130, 263, 315, 799, 808]
[110, 257, 395, 511, 663, 809]
[110, 268, 310, 314, 328, 677]
[110, 592, 627, 816, 912, 920]
[112, 132, 438, 447, 754, 996]
[112, 210, 468, 528, 675, 801]
[112, 226, 359, 430, 719, 945]
[112, 404, 485, 527, 581, 793]
[112, 408, 430, 525, 667, 855]
[112, 456, 478, 537, 633, 722]
[113, 184, 211, 483, 668, 680]
[113, 189, 233, 298, 461, 836]
[113, 234, 420, 475, 783, 843]
[114, 188, 455, 481, 657, 701]
[115, 343, 652, 732, 767, 939]
[118, 120, 324, 558, 609, 631]
[118, 208, 514, 585, 602, 843]
[118, 263, 387, 460, 562, 672]
[119, 414, 547, 886, 958, 960]
[120, 426, 480, 560, 850, 965]
[120, 443, 572, 577, 578, 630]
[121, 128, 181, 240, 455, 757]
[121, 336, 360, 411, 429, 463]
[121, 357, 523, 587, 822, 931]
[122, 174, 561, 616, 978, 981]
[123, 150, 227, 301, 365, 584]
[123, 382, 497, 716, 721, 828]
[124, 297, 722, 770, 772, 832]
[124, 451, 574, 721, 736, 998]
[125, 252, 492, 706, 918, 949]
[125, 449, 498, 527, 539, 657]
[126, 167, 480, 576, 677, 938]
[126, 296, 481, 721, 742, 928]
[127, 162, 211, 341, 696, 971]
[127, 418, 552, 665, 776, 915]
[128, 389, 492, 604, 862, 979]
[130, 216, 484, 726, 825, 930]
[130, 293, 430, 436, 506, 566]
[133, 230, 282, 390, 922, 958]
[133, 300, 445, 641, 729, 965]
[133, 406, 569, 616, 767, 774]
[133, 726, 768, 822, 921, 984]
[134, 194, 408, 489, 857, 994]
[134, 202, 350, 503, 592, 661]
[134, 688, 691, 707, 727, 979]
[135, 257, 315, 442, 506, 534]
[136, 218, 232, 648, 679, 899]
[139, 282, 350, 361, 457, 857]
[140, 174, 287, 349, 700, 917]
[140, 313, 350, 362, 882, 945]
[141, 183, 402, 527, 756, 833]
[143, 287, 477, 586, 869, 957]
[144, 499, 696, 857, 870, 879]
[145, 441, 466, 661, 676, 791]
[146, 268, 378, 614, 922, 931]
[147, 332, 450, 541, 571, 956]
[148, 246, 322, 486, 783, 853]
[149, 228, 745, 751, 913, 973]
[151, 161, 486, 727, 946, 982]
[151, 180, 281, 284, 716, 940]
[151, 271, 560, 666, 916, 997]
[151, 275, 564, 608, 872, 987]
[151, 500, 576, 704, 765, 832]
[152, 211, 226, 417, 420, 939]
[153, 166, 219, 395, 928, 948]
[153, 198, 288, 394, 499, 848]
[153, 404, 449, 478, 654, 848]
[153, 600, 621, 704, 794, 924]
[154, 283, 518, 758, 763, 939]
[154, 384, 704, 795, 810, 970]
[155, 176, 245, 254, 478, 829]
[155, 408, 623, 651, 711, 910]
[157, 340, 373, 686, 859, 906]
[158, 427, 790, 807, 854, 894]
[159, 270, 296, 498, 545, 994]
[160, 178, 195, 440, 948, 999]
[161, 226, 238, 254, 570, 606]
[162, 246, 522, 758, 812, 830]
[163, 226, 537, 575, 617, 794]
[163, 402, 463, 487, 758, 823]
[165, 391, 529, 635, 679, 895]
[166, 285, 680, 714, 737, 969]
[166, 433, 519, 718, 767, 798]
[167, 168, 323, 329, 445, 866]
[167, 292, 300, 404, 521, 649]
[167, 306, 336, 634, 821, 862]
[167, 432, 671, 683, 731, 997]
[168, 177, 330, 407, 870, 916]
[169, 362, 429, 514, 692, 727]
[170, 230, 308, 433, 513, 842]
[173, 203, 239, 392, 570, 982]
[173, 284, 367, 431, 588, 795]
[174, 277, 524, 662, 692, 965]
[174, 312, 350, 562, 602, 862]
[176, 251, 319, 497, 586, 728]
[178, 345, 429, 534, 613, 910]
[179, 288, 356, 616, 790, 871]
[181, 211, 446, 560, 690, 710]
[181, 361, 648, 824, 951, 971]
[182, 281, 305, 394, 557, 975]
[185, 536, 668, 810, 936, 946]
[187, 236, 290, 414, 542, 780]
[189, 196, 302, 325, 711, 760]
[190, 357, 590, 758, 848, 887]
[190, 363, 408, 439, 626, 917]
[191, 231, 371, 429, 470, 740]
[191, 286, 397, 902, 939, 967]
[192, 268, 272, 817, 896, 923]
[194, 203, 608, 823, 891, 937]
[195, 217, 485, 547, 840, 925]
[195, 296, 383, 420, 655, 994]
[196, 266, 450, 607, 815, 824]
[200, 720, 730, 844, 846, 938]
[201, 334, 623, 790, 931, 977]
[202, 255, 362, 477, 516, 788]
[202, 367, 426, 580, 726, 998]
[206, 292, 306, 325, 740, 958]
[206, 326, 428, 554, 645, 672]
[207, 280, 318, 607, 761, 867]
[208, 303, 369, 495, 727, 969]
[209, 432, 445, 713, 954, 962]
[209, 657, 678, 728, 828, 845]
[211, 295, 814, 937, 964, 971]
[212, 404, 765, 804, 891, 967]
[212, 485, 622, 747, 898, 984]
[213, 389, 481, 795, 835, 845]
[217, 237, 542, 688, 763, 873]
[219, 328, 546, 688, 773, 819]
[219, 469, 475, 521, 559, 738]
[221, 247, 488, 906, 925, 993]
[222, 336, 403, 418, 679, 771]
[223, 665, 751, 781, 803, 953]
[224, 227, 509, 703, 766, 925]
[224, 489, 646, 744, 869, 939]
[225, 227, 278, 613, 750, 902]
[225, 275, 501, 811, 893, 990]
[225, 345, 490, 492, 514, 635]
[225, 485, 582, 662, 681, 862]
[227, 280, 609, 721, 888, 891]
[227, 336, 702, 765, 835, 837]
[228, 303, 386, 691, 817, 889]
[230, 342, 564, 637, 914, 986]
[232, 277, 294, 607, 796, 869]
[233, 242, 358, 530, 672, 825]
[233, 636, 642, 702, 909, 974]
[233, 714, 724, 828, 869, 895]
[234, 363, 373, 393, 529, 681]
[235, 270, 345, 670, 771, 800]
[239, 241, 497, 629, 684, 966]
[242, 362, 569, 658, 714, 898]
[244, 275, 630, 802, 875, 998]
[245, 293, 650, 679, 744, 873]
[245, 314, 519, 557, 596, 763]
[249, 339, 379, 822, 897, 960]
[249, 551, 721, 899, 932, 994]
[250, 374, 563, 649, 701, 973]
[252, 378, 379, 436, 824, 835]
[252, 422, 458, 554, 743, 957]
[254, 272, 453, 521, 665, 673]
[254, 321, 364, 442, 480, 771]
[256, 300, 520, 535, 544, 548]
[257, 273, 285, 551, 700, 812]
[257, 346, 398, 573, 802, 874]
[257, 411, 490, 580, 872, 912]
[259, 295, 350, 539, 727, 970]
[261, 374, 450, 589, 648, 935]
[262, 296, 505, 617, 696, 737]
[262, 526, 684, 738, 746, 884]
[267, 408, 765, 813, 947, 991]
[268, 354, 569, 796, 875, 974]
[268, 379, 456, 705, 957, 978]
[270, 477, 511, 522, 834, 924]
[271, 384, 503, 677, 956, 974]
[271, 431, 553, 733, 935, 971]
[273, 319, 352, 428, 750, 801]
[273, 396, 600, 634, 661, 937]
[273, 465, 767, 825, 871, 881]
[278, 528, 626, 631, 732, 817]
[280, 821, 825, 837, 871, 995]
[283, 370, 528, 729, 751, 903]
[283, 417, 658, 750, 820, 987]
[284, 390, 611, 714, 882, 888]
[288, 343, 478, 494, 613, 863]
[290, 306, 388, 715, 862, 932]
[292, 394, 419, 643, 891, 991]
[292, 396, 630, 635, 810, 856]
[292, 481, 721, 771, 810, 820]
[293, 307, 615, 628, 810, 841]
[297, 355, 716, 721, 934, 979]
[299, 337, 854, 873, 900, 991]
[300, 536, 550, 601, 606, 747]
[303, 326, 572, 641, 679, 975]
[303, 371, 481, 643, 689, 764]
[305, 307, 520, 715, 810, 915]
[305, 412, 718, 774, 775, 950]
[306, 451, 617, 721, 818, 944]
[308, 425, 478, 808, 825, 942]
[313, 517, 671, 756, 877, 967]
[314, 340, 357, 493, 578, 740]
[315, 501, 521, 662, 899, 992]
[321, 493, 497, 592, 659, 749]
[323, 411, 452, 500, 542, 849]
[331, 335, 444, 563, 740, 769]
[333, 592, 711, 749, 842, 994]
[334, 362, 490, 608, 609, 870]
[336, 633, 672, 759, 908, 922]
[339, 551, 662, 743, 744, 915]
[343, 353, 765, 802, 830, 978]
[344, 460, 532, 647, 670, 747]
[346, 445, 585, 600, 782, 978]
[349, 394, 418, 510, 614, 918]
[349, 509, 649, 709, 723, 735]
[351, 658, 728, 885, 944, 951]
[352, 432, 486, 587, 785, 956]
[355, 380, 487, 488, 541, 960]
[358, 413, 415, 549, 601, 894]
[363, 545, 717, 723, 741, 796]
[372, 538, 553, 838, 939, 941]
[374, 518, 534, 693, 725, 999]
[378, 439, 447, 473, 803, 808]
[385, 475, 555, 641, 717, 888]
[388, 391, 648, 714, 941, 965]
[389, 436, 447, 598, 674, 681]
[391, 413, 462, 705, 765, 854]
[408, 428, 629, 686, 802, 950]
[412, 591, 627, 654, 796, 958]
[414, 561, 731, 744, 769, 945]
[419, 473, 520, 784, 790, 834]
[423, 530, 607, 651, 722, 826]
[424, 634, 710, 807, 873, 926]
[435, 478, 535, 594, 613, 775]
[446, 466, 530, 535, 664, 780]
[447, 639, 743, 772, 857, 959]
[448, 507, 569, 655, 822, 951]
[461, 463, 520, 750, 830, 875]
[484, 538, 742, 806, 883, 964]
[486, 523, 657, 715, 901, 929]
[491, 628, 660, 835, 903, 908]
[506, 673, 731, 916, 946, 999]
[551, 558, 641, 763, 928, 947]
[562, 714, 742, 780, 869, 904]
[616, 731, 926, 942, 963, 996]
[621, 645, 729, 766, 979, 985]
[625, 714, 725, 840, 881, 917]
[641, 691, 702, 776, 827, 850]
[642, 687, 703, 772, 787, 976]
